"","ARHGAP5","BCOR","BMPR2","CACNA1D","CASP8","CIC","CIITA","CTNNB1","ERBB4","FAT4","FBN2","FGFR1","JAK1","MTOR","MYH11","NBEA","PIK3CA","PTPRB","PTPRK","RPL22","STAT6","TCF7L2"
"TCGA-RD-A8N2-01A-12D-A364-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-A119-01A-11D-A12Z-10",0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0
"TCGA-DD-A11D-01A-11D-A12Z-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-A4NQ-01A-21D-A28X-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-K7-A5RF-01A-11D-A28X-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-4R-AA8I-01A-11D-A382-10",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"TCGA-DD-A1EG-01A-11D-A20W-10",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"TCGA-DD-AAE4-01A-11D-A40R-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"TCGA-EP-A2KA-01A-11D-A183-10",0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"TCGA-G3-A5SM-01A-12D-A28X-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-UB-A7MB-01A-11D-A33Q-10",0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
"TCGA-ZP-A9CZ-01A-11D-A382-10",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-A3A0-01A-11D-A20W-10",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"TCGA-DD-A4NF-01A-11D-A27I-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AAE9-01A-11D-A40R-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-ED-A7PZ-01A-11D-A33Q-10",0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"TCGA-G3-A3CJ-01A-11D-A20W-10",1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"TCGA-UB-A7MD-01A-12D-A34Z-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-BC-A10T-01A-11D-A12Z-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-A3A9-01A-11D-A25V-10",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AAD8-01A-11D-A40R-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AAE1-01A-11D-A40R-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AAE7-01A-11D-A40R-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"TCGA-DD-AAEA-01A-11D-A40R-10",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"TCGA-G3-A3CK-01A-11D-A20W-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-RC-A7SH-01A-11D-A382-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-CC-5262-01A-01D-A12Z-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-CC-A7IH-01A-11D-A33K-10",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"TCGA-CC-A7IL-01A-11D-A33Q-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AADS-01A-11D-A40R-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AAW2-01A-11D-A40P-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-XR-A8TF-01A-11D-A35Z-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-G3-AAV4-01A-11D-A382-10",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AACE-01A-11D-A40R-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-K7-A5RG-01A-11D-A28X-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-2Y-A9H9-01A-21D-A38X-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-T1-A6J8-01A-11D-A32G-10",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-BC-4073-01B-02D-A12Z-10",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-A39Y-01A-11D-A20W-10",0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0
"TCGA-DD-A4NR-01A-11D-A30V-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-BW-A5NO-01A-11D-A27I-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-A73F-01A-11D-A32G-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"TCGA-DD-AAEK-01A-11D-A40R-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-G3-AAUZ-01A-11D-A382-10",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-2Y-A9GZ-01A-11D-A38X-10",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"TCGA-EP-A2KB-01A-11D-A183-10",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
"TCGA-RC-A6M6-01A-11D-A32G-10",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-CC-A8HS-01A-11D-A35Z-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-G3-A3CG-01A-11D-A20W-10",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-LG-A6GG-01A-11D-A30V-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-2Y-A9H1-01A-11D-A382-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AAVX-01A-11D-A40R-10",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"TCGA-EP-A2KC-01A-11D-A20W-10",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"TCGA-CC-A7IE-01A-21D-A382-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AACP-01A-11D-A40R-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"TCGA-ES-A2HS-01A-11D-A183-10",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"TCGA-FV-A2QR-01A-11D-A20W-10",0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"TCGA-K7-AAU7-01A-11D-A382-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-A4NI-01A-11D-A27I-10",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"TCGA-DD-AAD6-01A-11D-A40R-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"TCGA-ED-A459-01A-11D-A25V-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-GJ-A9DB-01A-11D-A36X-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-A4NE-01A-11D-A27I-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"TCGA-DD-AADM-01A-11D-A40R-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-UB-A7ME-01A-11D-A33K-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-2Y-A9GW-01A-11D-A382-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-CC-5264-01A-01D-A12Z-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-ES-A2HT-01A-12D-A183-10",0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1
"TCGA-2Y-A9GS-01A-12D-A382-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-CC-A5UC-01A-11D-A28X-10",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"TCGA-CC-A8HV-01A-11D-A35Z-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AACI-01A-11D-A40R-10",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-G3-A7M6-01A-11D-A33Q-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-WQ-A9G7-01A-11D-A36X-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"TCGA-DD-AAC8-01A-11D-A40R-10",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"TCGA-KR-A7K0-01A-12D-A33Q-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-BC-A10Z-01A-11D-A12Z-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-CC-A7IJ-01A-11D-A33Q-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-A39Z-01A-11D-A20W-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TCGA-DD-AAEB-01A-11D-A40R-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-FV-A3I0-01A-11D-A22F-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-BD-A3EP-01A-11D-A22F-10",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"TCGA-DD-A39V-01A-11D-A20W-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-A39X-01A-11D-A20W-10",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-G3-AAV6-01A-21D-A36X-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-ZP-A9CV-01A-11D-A382-10",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"TCGA-2Y-A9H0-01A-11D-A382-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-BC-A3KG-01A-11D-A20W-10",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"TCGA-BW-A5NP-01A-11D-A27I-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-A1EE-01A-11D-A12Z-10",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
"TCGA-DD-AACF-01A-11D-A40R-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AACJ-01A-11D-A40R-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AACL-01A-11D-A40R-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"TCGA-DD-AAD0-01A-11D-A40R-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"TCGA-DD-AADB-01A-11D-A40R-10",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"TCGA-DD-AAE3-01A-11D-A40R-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"TCGA-DD-AAEG-01A-11D-A38X-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AAVY-01A-11D-A40R-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-G3-A25Z-01A-11D-A16V-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"TCGA-G3-A6UC-01A-21D-A33K-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-G3-AAV1-01A-11D-A382-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-NI-A8LF-01A-11D-A35Z-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-BC-A10Q-01A-11D-A12Z-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-CC-A9FS-01A-11D-A36X-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-CC-A9FW-01A-11D-A36X-10",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-A115-01A-11D-A12Z-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"TCGA-DD-A11C-01A-11D-A12Z-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-A1EB-01A-11D-A12Z-10",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
"TCGA-DD-A1EJ-01A-11D-A152-10",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-A3A1-01A-11D-A20W-10",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"TCGA-DD-A4NK-01A-11D-A28X-10",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AACC-01A-11D-A40R-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AACO-01A-11D-A40R-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AACU-01A-11D-A40R-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"TCGA-DD-AADG-01A-11D-A40R-10",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AAE2-01A-11D-A40R-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"TCGA-FV-A496-01A-11D-A25V-10",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"TCGA-G3-A7M9-01A-23D-A34Z-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-G3-AAV5-01A-11D-A36X-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-WX-AA44-01A-11D-A38X-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-A118-01A-11D-A12Z-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AAE6-01A-11D-A40R-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AAEH-01A-11D-A40R-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AAW3-01A-11D-A40P-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-XR-A8TG-01A-11D-A35Z-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-A4NA-01A-11D-A25V-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AACS-01A-11D-A40R-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-2Y-A9GX-01A-11D-A382-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-CC-A7IK-01A-12D-A33Q-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-A4NL-01A-11D-A28X-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AACX-01A-11D-A40R-10",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AAD5-01A-11D-A40R-10",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"TCGA-DD-AADA-01A-11D-A40R-10",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"TCGA-G3-A5SJ-01A-11D-A27I-10",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"TCGA-GJ-A6C0-01A-12D-A30V-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-RC-A6M4-01A-11D-A32G-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-5R-AA1C-01A-11D-A40R-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-A1EI-01A-11D-A12Z-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-NI-A4U2-01A-11D-A28X-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-CC-5263-01A-01D-A12Z-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-ZS-A9CF-01A-11D-A382-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-BC-A3KF-01A-11D-A20W-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TCGA-DD-A11A-01A-11D-A12Z-10",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"TCGA-DD-A3A8-01A-11D-A22F-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AAW1-01A-11D-A40P-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-CC-A3MB-01A-11D-A20W-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"TCGA-DD-AACT-01A-11D-A40R-10",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"TCGA-2Y-A9H8-01A-11D-A38X-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-CC-A1HT-01A-11D-A12Z-10",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"TCGA-DD-AAD1-01A-11D-A40R-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-O8-A75V-01A-11D-A32G-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-ZS-A9CG-01A-11D-A36X-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-BC-A10W-01A-11D-A12Z-10",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-ED-A4XI-01A-11D-A25V-10",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-KR-A7K2-01A-12D-A33Q-10",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AADJ-01A-11D-A40R-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-EP-A26S-01A-11D-A16V-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-G3-AAV0-01A-11D-A36X-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"TCGA-CC-A5UD-01A-11D-A28X-10",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"TCGA-DD-AADL-01A-11D-A40R-10",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AAE0-01A-11D-A40R-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-ED-A66Y-01A-11D-A30V-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"TCGA-MI-A75E-01A-11D-A32G-10",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-RC-A7SK-01A-11D-A34Z-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"TCGA-UB-A7MA-01A-11D-A33Q-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-WJ-A86L-01A-12D-A45V-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-A1EL-01A-11D-A152-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AAVZ-01A-11D-A40R-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-2Y-A9GY-01A-11D-A382-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-3K-AAZ8-01A-12D-A38X-10",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AADP-01A-11D-A38X-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-ED-A7XO-01A-11D-A34Z-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-ED-A8O5-01A-11D-A35Z-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-2Y-A9GU-01A-11D-A382-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-2Y-A9GV-01A-11D-A382-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-CC-A7II-01A-11D-A33K-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-G3-AAV2-01A-11D-A36X-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AACB-01A-11D-A40R-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AADV-01A-11D-A38X-10",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"TCGA-MI-A75G-01A-11D-A32G-10",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"TCGA-RC-A7SF-01A-11D-A34Z-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-A1ED-01A-11D-A152-10",0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
"TCGA-DD-AAC9-01A-11D-A40R-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AACW-01A-11D-A40R-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-BD-A2L6-01A-11D-A20W-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-A39W-01A-11D-A20W-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AADF-01A-11D-A40R-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-FV-A23B-01A-11D-A16V-10",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-BC-A10R-01A-11D-A12Z-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-BC-A112-01A-11D-A12Z-10",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"TCGA-DD-A113-01A-11D-A12Z-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"TCGA-DD-AADR-01A-11D-A40R-10",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-A73G-01A-22D-A32G-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"TCGA-DD-AACV-01A-11D-A40R-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-A1EF-01A-11D-A12Z-10",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"TCGA-CC-A8HU-01A-11D-A35Z-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-CC-5260-01A-01D-A12Z-10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-DD-AACA-01A-11D-A40R-10",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
