"","ARHGAP5","BCOR","BMPR2","CACNA1D","CASP8","CIC","CIITA","CTNNB1","ERBB4","FAT4","FBN2","FGFR1","JAK1","MTOR","MYH11","NBEA","PIK3CA","PTPRB","PTPRK","RPL22","STAT6","TCF7L2"
"TCGA-EI-6507-01A-11D-1733-10",0,0,0,0,1,NA,0,0,0,1,0,0,1,0,1,0,1,0,1,NA,NA,0
"TCGA-AG-3586-01A-02W-0831-10",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
"TCGA-AG-3898-01A-01W-1073-09",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1
"TCGA-DC-6160-01A-11D-1657-10",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,0
"TCGA-F5-6702-01A-11D-1826-10",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
"TCGA-AG-3893-01A-01W-1073-09",0,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,0
"TCGA-AG-3901-01A-01W-1073-09",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,0
"TCGA-CL-5918-01A-11D-1657-10",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,1,0,0,NA,NA,0
"TCGA-DC-6157-01A-11D-1657-10",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,0
"TCGA-AG-4001-01A-02W-1073-09",0,0,0,0,0,NA,0,0,0,1,0,0,0,0,1,0,0,0,0,NA,NA,0
"TCGA-AG-A036-01A-12W-A096-10",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
"TCGA-DC-6155-01A-11D-1657-10",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
"TCGA-AG-3742-01A-11D-1657-10",0,0,0,0,0,NA,0,1,0,1,0,0,0,0,0,0,1,0,0,NA,NA,0
"TCGA-AF-5654-01A-01D-1657-10",0,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
"TCGA-EI-6506-01A-11D-1733-10",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,0
"TCGA-F5-6811-01A-11D-1826-10",0,0,0,0,0,NA,0,1,0,0,1,0,0,0,0,0,1,0,0,NA,NA,0
"TCGA-DC-5869-01A-01D-1657-10",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,1,NA,NA,0
"TCGA-AF-2691-01A-01W-0831-10",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
"TCGA-AG-A015-01A-01W-A005-10",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
"TCGA-AG-3609-01A-02W-0833-10",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
"TCGA-AG-3612-01A-01W-0833-10",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
"TCGA-EI-6508-01A-11D-1733-10",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,0
"TCGA-DC-6682-01A-11D-1826-10",0,0,0,0,0,NA,0,1,0,1,0,0,0,0,0,0,1,0,0,NA,NA,0
"TCGA-F5-6465-01A-11D-1733-10",0,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
"TCGA-AF-6672-01A-11D-1826-10",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,0
"TCGA-AG-3894-01A-01W-1073-09",0,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,0
"TCGA-AH-6547-01A-11D-1826-10",0,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
"TCGA-AG-A00Y-01A-02W-A005-10",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
"TCGA-CI-6622-01A-11D-1826-10",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,0
"TCGA-AG-4007-01A-01W-1073-09",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,1
"TCGA-AG-A008-01A-01W-A005-10",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
"TCGA-CI-6621-01A-11D-1826-10",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
"TCGA-AF-6655-01A-11D-1826-10",0,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1
"TCGA-AG-3878-01A-02W-0899-10",0,1,0,0,0,NA,0,0,0,1,0,0,0,0,0,1,1,0,0,NA,NA,0
"TCGA-AG-3726-01A-02W-0899-10",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1
"TCGA-AG-3574-01A-01W-0831-10",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
"TCGA-AG-3593-01A-01W-0831-10",0,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,0
"TCGA-AG-3580-01A-01W-0831-10",0,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,0
"TCGA-AG-3881-01A-01W-0899-10",0,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
"TCGA-AG-A02G-01A-01W-A00E-09",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
"TCGA-CI-6619-01B-11D-1826-10",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,1
"TCGA-AG-A00H-01A-01W-A00E-09",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,1,0,0,NA,NA,0
"TCGA-AG-3600-01A-01W-0833-10",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
"TCGA-DY-A1H8-01A-21D-A152-10",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
"TCGA-AG-3575-01A-01W-0831-10",0,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
"TCGA-AG-3887-01A-01W-1073-09",1,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,NA,NA,0
"TCGA-AG-A026-01A-32W-A096-10",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
"TCGA-AG-A02X-01A-01W-A00E-09",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,0
"TCGA-AG-3885-01A-01W-0899-10",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
"TCGA-AG-3587-01A-01W-0831-10",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
"TCGA-AF-4110-01A-02D-1733-10",0,0,0,0,0,NA,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,1
"TCGA-F5-6812-01A-11D-1826-10",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,0
"TCGA-AH-6544-01A-11D-1826-10",0,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,NA,NA,1
"TCGA-G5-6641-01A-11D-1826-10",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
"TCGA-AG-3883-01A-02W-0899-10",0,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,0
"TCGA-AG-3896-01A-01W-1073-09",0,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,0
"TCGA-AG-A01L-01A-01W-A00K-09",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
"TCGA-AG-3605-01A-01W-0833-10",0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
"TCGA-AF-6136-01A-11D-1826-10",0,0,0,0,0,NA,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,NA,0
"TCGA-AF-3400-01A-01W-0831-10",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
"TCGA-AG-3598-01A-01W-0833-10",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
"TCGA-AG-A016-01A-01W-A005-10",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
"TCGA-DT-5265-01A-21D-1826-10",0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,0,1,0,0,NA,NA,0
"TCGA-AG-A01Y-01A-41W-A096-10",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
"TCGA-AG-4008-01A-01W-1073-09",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
"TCGA-AG-3890-01A-01W-1073-09",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
"TCGA-AG-3583-01A-01W-0831-10",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
"TCGA-AG-4005-01A-01W-1073-09",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
"TCGA-AG-3732-01A-11D-1657-10",0,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
"TCGA-AF-2692-01A-01W-0831-10",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1
"TCGA-AH-6549-01A-11D-1826-10",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,1,1,NA,NA,0
"TCGA-AG-A025-01A-01W-A00E-09",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
"TCGA-AG-3584-01A-01W-0831-10",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
"TCGA-AG-4015-01A-01W-1073-09",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,0
"TCGA-AG-3602-01A-02W-0833-10",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
"TCGA-AG-3578-01A-01W-0831-10",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
"TCGA-AG-A020-01A-21W-A096-10",0,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,NA,NA,0
"TCGA-AG-3611-01A-01W-0833-10",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
"TCGA-AG-A032-01A-01W-A00E-09",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1
"TCGA-F5-6571-01A-12D-1826-10",0,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,NA,NA,0
"TCGA-AF-2689-01A-01W-0831-10",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
"TCGA-AG-3581-01A-01W-0831-10",0,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0
"TCGA-AG-3594-01A-02W-0831-10",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
"TCGA-AG-3608-01A-01W-0833-10",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
"TCGA-AG-3582-01A-01W-0831-10",0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1
"TCGA-3A-A9IU-01A-11D-A397-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,0
"TCGA-IB-7651-01A-11D-2154-08",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,NA,1,1
"TCGA-2L-AAQA-01A-21D-A38G-08",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,NA,0,0
"TCGA-2J-AABF-01A-31D-A40W-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-H8-A6C1-01A-11D-A32N-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-XN-A8T5-01A-12D-A36O-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-LB-A8F3-01A-11D-A36O-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-IB-7652-01A-11D-2154-08",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-FZ-5919-01A-11D-1609-08",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,0
"TCGA-HV-A7OL-01A-11D-A33T-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-HV-AA8V-01A-11D-A40W-08",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-2J-AAB4-01A-12D-A40W-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-2L-AAQI-01A-12D-A397-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-FB-A78T-01A-12D-A32N-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-HZ-8637-01A-11D-2396-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-HZ-A8P0-01A-11D-A36O-08",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0
"TCGA-RB-AA9M-01A-11D-A397-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-IB-AAUR-01A-21D-A38G-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-Q3-AA2A-01A-11D-A377-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-FB-AAQ1-01A-12D-A40W-08",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-IB-8126-01A-11D-2396-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-IB-AAUN-01A-12D-A38G-08",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,NA,0,0
"TCGA-US-A776-01A-13D-A33T-08",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-YB-A89D-01A-12D-A36O-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0
"TCGA-2L-AAQJ-01A-12D-A397-08",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-FB-AAPU-01A-31D-A40W-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0
"TCGA-IB-A5SP-01A-11D-A32N-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-RB-A7B8-01A-12D-A33T-08",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,0
"TCGA-FB-A5VM-01A-11D-A32N-08",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-2J-AABP-01A-11D-A40W-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-FB-AAQ0-01A-31D-A40W-08",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0
"TCGA-IB-A5SO-01A-11D-A32N-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0
"TCGA-HV-A7OP-01A-11D-A33T-08",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,NA,0,0
"TCGA-LB-A7SX-01A-11D-A33T-08",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,NA,0,0
"TCGA-LB-A9Q5-01A-11D-A397-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-YY-A8LH-01A-11D-A36O-08",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-2J-AAB1-01A-11D-A40W-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-3A-A9IS-01A-21D-A397-08",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-IB-A5ST-01A-11D-A32N-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-XN-A8T3-01A-11D-A36O-08",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-HZ-A8P1-01A-11D-A377-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-XD-AAUI-01A-42D-A40W-08",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0
"TCGA-2J-AAB9-01A-11D-A40W-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-2J-AABH-01A-21D-A40W-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-HZ-7918-01A-11D-2154-08",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-3A-A9I5-01A-11D-A38G-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-FB-AAQ2-01A-31D-A40W-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-FZ-5921-01A-11D-1609-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-HZ-A77P-01A-11D-A33T-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-IB-AAUU-01A-11D-A377-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-3A-A9J0-01A-11D-A40W-08",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-2L-AAQE-01A-11D-A397-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-2J-AABO-01A-21D-A40W-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-3A-A9I9-01A-11D-A38G-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-3A-A9IJ-01A-11D-A397-08",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-FB-AAQ6-01A-11D-A40W-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-FZ-5920-01A-11D-1609-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-RL-AAAS-01A-32D-A397-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-HZ-A77Q-01A-11D-A36O-08",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-FZ-5923-01A-12D-1609-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-2J-AABE-01A-12D-A40W-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-3A-A9IZ-01A-12D-A40W-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-3A-A9IH-01A-12D-A397-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-IB-7885-01A-11D-2154-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-2J-AABK-01A-31D-A40W-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-FB-AAPZ-01A-11D-A40W-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-YH-A8SY-01A-11D-A377-08",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,0
"TCGA-HZ-A9TJ-01A-11D-A40W-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-US-A77J-01A-11D-A32N-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0
"TCGA-3A-A9IO-01A-11D-A38G-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-3E-AAAY-01A-11D-A38G-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-HV-AA8X-01A-11D-A397-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-F2-A7TX-01A-33D-A38G-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-2J-AABA-01A-21D-A40W-08",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-FB-AAPP-01A-12D-A40W-08",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,0
"TCGA-FZ-5922-01A-11D-1609-08",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-IB-A5SQ-01A-11D-A32N-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-IB-A6UG-01A-32D-A33T-08",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-OE-A75W-01A-12D-A32N-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-US-A77E-01A-11D-A32N-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-3A-A9IB-01A-21D-A397-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-IB-A5SS-01A-11D-A32N-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-US-A77G-01A-11D-A32N-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-XD-AAUL-01A-21D-A397-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-S4-A8RO-01A-12D-A377-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-IB-AAUP-01A-11D-A377-08",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-IB-A7M4-01A-11D-A36O-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-2J-AAB8-01A-12D-A40W-08",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-2J-AABV-01A-12D-A40W-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-XD-AAUG-01A-61D-A40W-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-Z5-AAPL-01A-12D-A40W-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0
"TCGA-FB-AAPS-01A-12D-A397-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-2L-AAQM-01A-11D-A397-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-HZ-A77O-01A-11D-A33T-08",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-IB-AAUO-01A-12D-A38G-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-3A-A9IR-01A-11D-A38G-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-2L-AAQL-01A-11D-A38G-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-IB-A7LX-01A-12D-A36O-08",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-IB-AAUQ-01A-22D-A40W-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-3A-A9IV-01A-11D-A40W-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-2J-AAB6-01A-11D-A40W-08",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,0
"TCGA-2J-AABU-01A-11D-A40W-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-US-A779-01A-11D-A32N-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-2J-AABT-01A-11D-A40W-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-IB-AAUS-01A-12D-A38G-08",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,0
"TCGA-F2-7273-01A-11D-2154-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-FB-AAPQ-01A-11D-A40W-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-FZ-5926-01A-11D-1609-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-HZ-7925-01A-11D-2154-08",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-F2-A8YN-01A-11D-A377-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-3A-A9IC-01A-11D-A38G-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"TCGA-IB-AAUM-01A-11D-A377-08",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
